NIM,Nama Mahasiswa,Jenis Kelamin,Tanggal Lahir,Alamat,Program Studi,Tahun Masuk
NIM00561,Mahasiswa_561,Perempuan,6/10/1996 0:00,Surabaya,Teknik Informatika,2018
NIM00562,Mahasiswa_562,Laki-Laki,7/7/1996 0:00,Surabaya,Akuntansi,2017
NIM00563,Mahasiswa_563,Laki-Laki,9/3/2000 0:00,Surabaya,Teknik Informatika,2018
NIM00564,Mahasiswa_564,Laki-Laki,8/4/2003 0:00,Medan,Manajemen,2017
NIM00565,Mahasiswa_565,Perempuan,11/11/1995 0:00,Surabaya,Hukum,2021
NIM00566,Mahasiswa_566,Perempuan,12/5/2003 0:00,Bandung,Kedokteran,2018
NIM00567,Mahasiswa_567,Perempuan,6/17/2003 0:00,Jakarta,Akuntansi,2023
NIM00568,Mahasiswa_568,Perempuan,12/5/2003 0:00,Medan,Hukum,2023
NIM00569,Mahasiswa_569,Laki-Laki,7/12/1999 0:00,Jakarta,Hukum,2021
NIM00570,Mahasiswa_570,Laki-Laki,10/10/2003 0:00,Surabaya,Manajemen,2019
NIM00571,Mahasiswa_571,Perempuan,12/2/1998 0:00,Medan,Teknik Informatika,2017
NIM00572,Mahasiswa_572,Laki-Laki,1/13/1996 0:00,Yogyakarta,Manajemen,2023
NIM00573,Mahasiswa_573,Laki-Laki,8/27/2000 0:00,Bandung,Teknik Informatika,2022
NIM00574,Mahasiswa_574,Perempuan,11/16/1998 0:00,Surabaya,Teknik Informatika,2019
NIM00575,Mahasiswa_575,Laki-Laki,5/26/2000 0:00,Surabaya,Hukum,2017
NIM00576,Mahasiswa_576,Perempuan,7/23/1997 0:00,Bandung,Teknik Informatika,2021
NIM00577,Mahasiswa_577,Laki-Laki,3/20/2000 0:00,Bandung,Akuntansi,2023
NIM00578,Mahasiswa_578,Perempuan,2/12/1996 0:00,Yogyakarta,Akuntansi,2020
NIM00579,Mahasiswa_579,Perempuan,3/29/1996 0:00,Surabaya,Akuntansi,2018
NIM00580,Mahasiswa_580,Perempuan,5/28/2003 0:00,Surabaya,Hukum,2021
NIM00581,Mahasiswa_581,Perempuan,4/5/2001 0:00,Jakarta,Manajemen,2017
NIM00582,Mahasiswa_582,Laki-Laki,5/31/1997 0:00,Medan,Kedokteran,2017
NIM00583,Mahasiswa_583,Perempuan,1/2/1995 0:00,Medan,Teknik Informatika,2017
NIM00584,Mahasiswa_584,Perempuan,1/22/2002 0:00,Jakarta,Kedokteran,2017
NIM00585,Mahasiswa_585,Perempuan,11/8/2000 0:00,Medan,Manajemen,2018
NIM00586,Mahasiswa_586,Laki-Laki,11/24/2001 0:00,Bandung,Manajemen,2019
NIM00587,Mahasiswa_587,Perempuan,1/7/2003 0:00,Medan,Hukum,2022
NIM00588,Mahasiswa_588,Laki-Laki,7/25/1999 0:00,Medan,Akuntansi,2020
NIM00589,Mahasiswa_589,Perempuan,4/24/1995 0:00,Jakarta,Akuntansi,2018
NIM00590,Mahasiswa_590,Laki-Laki,9/28/2004 0:00,Yogyakarta,Manajemen,2017
NIM00591,Mahasiswa_591,Laki-Laki,3/24/2001 0:00,Medan,Hukum,2018
NIM00592,Mahasiswa_592,Perempuan,6/28/1999 0:00,Medan,Hukum,2021
NIM00593,Mahasiswa_593,Laki-Laki,7/29/1997 0:00,Yogyakarta,Teknik Informatika,2022
NIM00594,Mahasiswa_594,Perempuan,11/24/2003 0:00,Jakarta,Akuntansi,2017
NIM00595,Mahasiswa_595,Perempuan,5/4/1995 0:00,Yogyakarta,Manajemen,2020
NIM00596,Mahasiswa_596,Perempuan,4/23/1995 0:00,Jakarta,Kedokteran,2017
NIM00597,Mahasiswa_597,Laki-Laki,1/12/1995 0:00,Bandung,Akuntansi,2022
NIM00598,Mahasiswa_598,Laki-Laki,5/6/1997 0:00,Jakarta,Teknik Informatika,2020
NIM00599,Mahasiswa_599,Perempuan,2/22/2000 0:00,Bandung,Hukum,2022
NIM00600,Mahasiswa_600,Perempuan,11/26/2004 0:00,Bandung,Manajemen,2020
NIM00601,Mahasiswa_601,Laki-Laki,10/10/1997 0:00,Jakarta,Akuntansi,2019
NIM00602,Mahasiswa_602,Perempuan,5/20/2002 0:00,Surabaya,Kedokteran,2023
NIM00603,Mahasiswa_603,Perempuan,4/6/2004 0:00,Jakarta,Teknik Informatika,2019
NIM00604,Mahasiswa_604,Perempuan,1/5/1996 0:00,Medan,Teknik Informatika,2018
NIM00605,Mahasiswa_605,Laki-Laki,2/26/2003 0:00,Medan,Akuntansi,2018
NIM00606,Mahasiswa_606,Laki-Laki,11/30/1997 0:00,Surabaya,Kedokteran,2020
NIM00607,Mahasiswa_607,Laki-Laki,3/10/1999 0:00,Bandung,Teknik Informatika,2017
NIM00608,Mahasiswa_608,Perempuan,4/27/2004 0:00,Surabaya,Manajemen,2023
NIM00609,Mahasiswa_609,Perempuan,2/28/2002 0:00,Medan,Teknik Informatika,2021
NIM00610,Mahasiswa_610,Perempuan,2/2/1996 0:00,Surabaya,Kedokteran,2021
NIM00611,Mahasiswa_611,Laki-Laki,11/13/2000 0:00,Jakarta,Hukum,2017
NIM00612,Mahasiswa_612,Perempuan,2/19/1999 0:00,Surabaya,Hukum,2017
NIM00613,Mahasiswa_613,Perempuan,1/19/2004 0:00,Bandung,Akuntansi,2019
NIM00614,Mahasiswa_614,Perempuan,8/2/2003 0:00,Jakarta,Kedokteran,2021
NIM00615,Mahasiswa_615,Perempuan,7/16/1999 0:00,Yogyakarta,Teknik Informatika,2020
NIM00616,Mahasiswa_616,Laki-Laki,2/16/1996 0:00,Medan,Teknik Informatika,2022
NIM00617,Mahasiswa_617,Laki-Laki,6/16/1999 0:00,Medan,Hukum,2018
NIM00618,Mahasiswa_618,Perempuan,10/16/1998 0:00,Surabaya,Hukum,2022
NIM00619,Mahasiswa_619,Laki-Laki,5/21/2001 0:00,Jakarta,Manajemen,2019
NIM00620,Mahasiswa_620,Laki-Laki,3/24/2000 0:00,Yogyakarta,Hukum,2021
NIM00621,Mahasiswa_621,Perempuan,6/30/1996 0:00,Jakarta,Manajemen,2023
NIM00622,Mahasiswa_622,Perempuan,3/20/1999 0:00,Medan,Teknik Informatika,2017
NIM00623,Mahasiswa_623,Laki-Laki,8/3/2001 0:00,Jakarta,Manajemen,2023
NIM00624,Mahasiswa_624,Perempuan,1/14/2001 0:00,Yogyakarta,Manajemen,2023
NIM00625,Mahasiswa_625,Laki-Laki,8/3/1999 0:00,Surabaya,Akuntansi,2021
NIM00626,Mahasiswa_626,Perempuan,5/8/2003 0:00,Bandung,Hukum,2020
NIM00627,Mahasiswa_627,Laki-Laki,11/6/1998 0:00,Jakarta,Manajemen,2019
NIM00628,Mahasiswa_628,Perempuan,9/5/1997 0:00,Bandung,Teknik Informatika,2017
NIM00629,Mahasiswa_629,Laki-Laki,1/29/1998 0:00,Medan,Kedokteran,2022
NIM00630,Mahasiswa_630,Laki-Laki,10/7/1999 0:00,Surabaya,Manajemen,2020
NIM00631,Mahasiswa_631,Laki-Laki,12/3/2000 0:00,Surabaya,Hukum,2022
NIM00632,Mahasiswa_632,Perempuan,11/15/1997 0:00,Jakarta,Akuntansi,2018
NIM00633,Mahasiswa_633,Laki-Laki,7/20/1996 0:00,Surabaya,Teknik Informatika,2019
NIM00634,Mahasiswa_634,Laki-Laki,12/27/1998 0:00,Jakarta,Akuntansi,2020
NIM00635,Mahasiswa_635,Perempuan,2/26/1999 0:00,Jakarta,Kedokteran,2020
NIM00636,Mahasiswa_636,Perempuan,8/6/1998 0:00,Bandung,Manajemen,2022
NIM00637,Mahasiswa_637,Laki-Laki,3/3/1997 0:00,Surabaya,Manajemen,2017
NIM00638,Mahasiswa_638,Laki-Laki,6/6/2002 0:00,Jakarta,Hukum,2018
NIM00639,Mahasiswa_639,Perempuan,7/20/2004 0:00,Bandung,Manajemen,2022
NIM00640,Mahasiswa_640,Perempuan,1/17/1998 0:00,Yogyakarta,Teknik Informatika,2020
NIM00641,Mahasiswa_641,Perempuan,11/17/1996 0:00,Bandung,Kedokteran,2019
NIM00642,Mahasiswa_642,Perempuan,1/6/1996 0:00,Bandung,Akuntansi,2020
NIM00643,Mahasiswa_643,Perempuan,2/27/1995 0:00,Jakarta,Kedokteran,2021
NIM00644,Mahasiswa_644,Laki-Laki,11/21/1998 0:00,Medan,Manajemen,2019
NIM00645,Mahasiswa_645,Perempuan,11/13/2004 0:00,Medan,Akuntansi,2019
NIM00646,Mahasiswa_646,Laki-Laki,6/18/2003 0:00,Medan,Hukum,2020
NIM00647,Mahasiswa_647,Laki-Laki,3/23/2001 0:00,Bandung,Kedokteran,2017
NIM00648,Mahasiswa_648,Laki-Laki,8/6/2004 0:00,Jakarta,Akuntansi,2019
NIM00649,Mahasiswa_649,Perempuan,6/26/2001 0:00,Surabaya,Akuntansi,2021
NIM00650,Mahasiswa_650,Laki-Laki,7/23/2001 0:00,Bandung,Akuntansi,2022
NIM00651,Mahasiswa_651,Laki-Laki,3/12/2002 0:00,Bandung,Teknik Informatika,2017
NIM00652,Mahasiswa_652,Perempuan,9/23/1995 0:00,Jakarta,Kedokteran,2017
NIM00653,Mahasiswa_653,Laki-Laki,4/7/2004 0:00,Yogyakarta,Akuntansi,2017
NIM00654,Mahasiswa_654,Laki-Laki,12/10/2004 0:00,Bandung,Kedokteran,2019
NIM00655,Mahasiswa_655,Perempuan,10/18/2002 0:00,Yogyakarta,Akuntansi,2017
NIM00656,Mahasiswa_656,Laki-Laki,7/27/1998 0:00,Yogyakarta,Hukum,2020
NIM00657,Mahasiswa_657,Laki-Laki,1/2/1998 0:00,Medan,Hukum,2017
NIM00658,Mahasiswa_658,Laki-Laki,5/4/1998 0:00,Jakarta,Hukum,2021
NIM00659,Mahasiswa_659,Perempuan,10/6/2000 0:00,Yogyakarta,Manajemen,2018
NIM00660,Mahasiswa_660,Perempuan,3/15/2001 0:00,Jakarta,Akuntansi,2021
NIM00661,Mahasiswa_661,Perempuan,6/14/2000 0:00,Medan,Manajemen,2019
NIM00662,Mahasiswa_662,Laki-Laki,1/22/1995 0:00,Jakarta,Kedokteran,2017
NIM00663,Mahasiswa_663,Laki-Laki,6/3/2002 0:00,Bandung,Manajemen,2017
NIM00664,Mahasiswa_664,Perempuan,10/21/2004 0:00,Yogyakarta,Kedokteran,2020
NIM00665,Mahasiswa_665,Laki-Laki,8/7/2001 0:00,Jakarta,Kedokteran,2022
NIM00666,Mahasiswa_666,Laki-Laki,6/5/2000 0:00,Surabaya,Kedokteran,2017
NIM00667,Mahasiswa_667,Perempuan,8/17/2000 0:00,Jakarta,Manajemen,2023
NIM00668,Mahasiswa_668,Perempuan,1/20/1999 0:00,Yogyakarta,Akuntansi,2021
NIM00669,Mahasiswa_669,Laki-Laki,2/10/2000 0:00,Medan,Manajemen,2019
NIM00670,Mahasiswa_670,Laki-Laki,5/28/2003 0:00,Medan,Akuntansi,2018
NIM00671,Mahasiswa_671,Laki-Laki,4/17/2004 0:00,Yogyakarta,Akuntansi,2017
NIM00672,Mahasiswa_672,Perempuan,3/25/2003 0:00,Bandung,Kedokteran,2018
NIM00673,Mahasiswa_673,Perempuan,11/17/2004 0:00,Bandung,Manajemen,2017
NIM00674,Mahasiswa_674,Perempuan,11/5/2002 0:00,Medan,Akuntansi,2019
NIM00675,Mahasiswa_675,Perempuan,10/16/2004 0:00,Medan,Hukum,2022
NIM00676,Mahasiswa_676,Laki-Laki,11/19/2003 0:00,Yogyakarta,Akuntansi,2021
NIM00677,Mahasiswa_677,Perempuan,5/13/2004 0:00,Bandung,Hukum,2019
NIM00678,Mahasiswa_678,Perempuan,7/26/2002 0:00,Medan,Manajemen,2018
NIM00679,Mahasiswa_679,Perempuan,10/10/2002 0:00,Bandung,Manajemen,2017
NIM00680,Mahasiswa_680,Perempuan,9/23/1995 0:00,Medan,Manajemen,2018
NIM00681,Mahasiswa_681,Perempuan,3/13/2004 0:00,Jakarta,Akuntansi,2021
NIM00682,Mahasiswa_682,Laki-Laki,12/18/1999 0:00,Surabaya,Teknik Informatika,2023
NIM00683,Mahasiswa_683,Laki-Laki,2/17/1998 0:00,Jakarta,Akuntansi,2019
NIM00684,Mahasiswa_684,Perempuan,11/21/1996 0:00,Medan,Akuntansi,2018
NIM00685,Mahasiswa_685,Laki-Laki,8/21/2002 0:00,Surabaya,Kedokteran,2018
NIM00686,Mahasiswa_686,Perempuan,4/10/1997 0:00,Surabaya,Kedokteran,2021
NIM00687,Mahasiswa_687,Perempuan,2/28/1998 0:00,Medan,Akuntansi,2023
NIM00688,Mahasiswa_688,Laki-Laki,9/15/2001 0:00,Medan,Hukum,2017
NIM00689,Mahasiswa_689,Laki-Laki,3/5/2004 0:00,Bandung,Kedokteran,2023
NIM00690,Mahasiswa_690,Perempuan,3/24/2003 0:00,Medan,Akuntansi,2018
NIM00691,Mahasiswa_691,Perempuan,6/2/1996 0:00,Yogyakarta,Teknik Informatika,2021
NIM00692,Mahasiswa_692,Perempuan,9/23/1997 0:00,Medan,Hukum,2017
NIM00693,Mahasiswa_693,Laki-Laki,11/5/1998 0:00,Yogyakarta,Manajemen,2023
NIM00694,Mahasiswa_694,Perempuan,3/19/2004 0:00,Medan,Akuntansi,2023
NIM00695,Mahasiswa_695,Perempuan,11/11/1995 0:00,Bandung,Akuntansi,2023
NIM00696,Mahasiswa_696,Perempuan,5/30/2001 0:00,Yogyakarta,Hukum,2022
NIM00697,Mahasiswa_697,Laki-Laki,2/17/1996 0:00,Jakarta,Kedokteran,2017
NIM00698,Mahasiswa_698,Perempuan,9/5/1999 0:00,Yogyakarta,Kedokteran,2023
NIM00699,Mahasiswa_699,Perempuan,10/5/1995 0:00,Bandung,Kedokteran,2022
NIM00700,Mahasiswa_700,Laki-Laki,12/22/1997 0:00,Yogyakarta,Manajemen,2019
NIM00701,Mahasiswa_701,Perempuan,4/7/1996 0:00,Medan,Hukum,2021
NIM00702,Mahasiswa_702,Perempuan,1/25/1995 0:00,Medan,Hukum,2023
NIM00703,Mahasiswa_703,Laki-Laki,10/11/2001 0:00,Bandung,Kedokteran,2017
NIM00704,Mahasiswa_704,Perempuan,10/28/1999 0:00,Surabaya,Kedokteran,2022
NIM00705,Mahasiswa_705,Laki-Laki,3/9/1995 0:00,Medan,Teknik Informatika,2022
NIM00706,Mahasiswa_706,Laki-Laki,1/7/2000 0:00,Jakarta,Teknik Informatika,2019
NIM00707,Mahasiswa_707,Perempuan,11/1/1999 0:00,Bandung,Akuntansi,2020
NIM00708,Mahasiswa_708,Perempuan,5/17/1997 0:00,Yogyakarta,Akuntansi,2021
NIM00709,Mahasiswa_709,Perempuan,6/13/2001 0:00,Yogyakarta,Hukum,2020
NIM00710,Mahasiswa_710,Perempuan,3/23/2004 0:00,Jakarta,Hukum,2017
NIM00711,Mahasiswa_711,Laki-Laki,5/18/2003 0:00,Medan,Manajemen,2021
NIM00712,Mahasiswa_712,Perempuan,3/14/2003 0:00,Bandung,Manajemen,2019
NIM00713,Mahasiswa_713,Laki-Laki,8/25/2003 0:00,Jakarta,Teknik Informatika,2017
NIM00714,Mahasiswa_714,Perempuan,2/15/1996 0:00,Medan,Akuntansi,2021
NIM00715,Mahasiswa_715,Perempuan,4/16/1997 0:00,Bandung,Teknik Informatika,2021
NIM00716,Mahasiswa_716,Perempuan,10/15/2001 0:00,Yogyakarta,Teknik Informatika,2020
NIM00717,Mahasiswa_717,Laki-Laki,9/19/1999 0:00,Bandung,Akuntansi,2017
NIM00718,Mahasiswa_718,Perempuan,6/24/1996 0:00,Surabaya,Manajemen,2019
NIM00719,Mahasiswa_719,Perempuan,6/15/1997 0:00,Bandung,Akuntansi,2019
NIM00720,Mahasiswa_720,Perempuan,5/24/2004 0:00,Surabaya,Kedokteran,2017
NIM00721,Mahasiswa_721,Perempuan,11/25/2000 0:00,Bandung,Kedokteran,2017
NIM00722,Mahasiswa_722,Laki-Laki,10/10/2001 0:00,Surabaya,Kedokteran,2022
NIM00723,Mahasiswa_723,Perempuan,2/23/2003 0:00,Yogyakarta,Hukum,2018
NIM00724,Mahasiswa_724,Laki-Laki,6/27/1995 0:00,Medan,Manajemen,2020
NIM00725,Mahasiswa_725,Laki-Laki,9/1/2001 0:00,Surabaya,Manajemen,2017
NIM00726,Mahasiswa_726,Laki-Laki,12/7/2002 0:00,Surabaya,Hukum,2017
NIM00727,Mahasiswa_727,Laki-Laki,5/7/1997 0:00,Yogyakarta,Teknik Informatika,2018
NIM00728,Mahasiswa_728,Laki-Laki,9/28/1998 0:00,Surabaya,Kedokteran,2018
NIM00729,Mahasiswa_729,Laki-Laki,5/11/2004 0:00,Jakarta,Kedokteran,2021
NIM00730,Mahasiswa_730,Perempuan,4/2/2000 0:00,Yogyakarta,Teknik Informatika,2023
NIM00731,Mahasiswa_731,Laki-Laki,3/13/2004 0:00,Jakarta,Akuntansi,2019
NIM00732,Mahasiswa_732,Laki-Laki,9/5/2001 0:00,Yogyakarta,Akuntansi,2020
NIM00733,Mahasiswa_733,Laki-Laki,12/14/1998 0:00,Surabaya,Manajemen,2021
NIM00734,Mahasiswa_734,Perempuan,9/30/2002 0:00,Jakarta,Hukum,2017
NIM00735,Mahasiswa_735,Perempuan,2/12/1999 0:00,Surabaya,Manajemen,2018
NIM00736,Mahasiswa_736,Laki-Laki,2/10/1995 0:00,Yogyakarta,Akuntansi,2022
NIM00737,Mahasiswa_737,Perempuan,6/19/1998 0:00,Surabaya,Teknik Informatika,2019
NIM00738,Mahasiswa_738,Laki-Laki,7/31/1997 0:00,Jakarta,Manajemen,2021
NIM00739,Mahasiswa_739,Laki-Laki,6/17/2003 0:00,Jakarta,Kedokteran,2022
NIM00740,Mahasiswa_740,Perempuan,2/8/2002 0:00,Surabaya,Kedokteran,2019
NIM00741,Mahasiswa_741,Laki-Laki,9/2/1995 0:00,Bandung,Teknik Informatika,2023
NIM00742,Mahasiswa_742,Perempuan,5/30/2000 0:00,Yogyakarta,Akuntansi,2023
NIM00743,Mahasiswa_743,Perempuan,4/21/2003 0:00,Yogyakarta,Kedokteran,2022
NIM00744,Mahasiswa_744,Laki-Laki,2/16/2001 0:00,Surabaya,Kedokteran,2018
NIM00745,Mahasiswa_745,Laki-Laki,3/4/1998 0:00,Bandung,Hukum,2021
NIM00746,Mahasiswa_746,Perempuan,8/13/1995 0:00,Jakarta,Manajemen,2021
NIM00747,Mahasiswa_747,Laki-Laki,3/9/1996 0:00,Medan,Akuntansi,2023
NIM00748,Mahasiswa_748,Laki-Laki,10/26/1999 0:00,Medan,Manajemen,2019
NIM00749,Mahasiswa_749,Laki-Laki,10/17/1999 0:00,Surabaya,Akuntansi,2022
NIM00750,Mahasiswa_750,Perempuan,10/23/2002 0:00,Bandung,Kedokteran,2018
NIM00751,Mahasiswa_751,Perempuan,7/21/2000 0:00,Bandung,Hukum,2017
NIM00752,Mahasiswa_752,Laki-Laki,3/2/2002 0:00,Yogyakarta,Manajemen,2021
NIM00753,Mahasiswa_753,Perempuan,11/13/1996 0:00,Jakarta,Kedokteran,2017
NIM00754,Mahasiswa_754,Perempuan,11/10/1997 0:00,Bandung,Akuntansi,2018
NIM00755,Mahasiswa_755,Perempuan,6/9/2000 0:00,Medan,Manajemen,2023
NIM00756,Mahasiswa_756,Perempuan,11/26/2004 0:00,Jakarta,Manajemen,2021
NIM00757,Mahasiswa_757,Perempuan,1/16/1997 0:00,Jakarta,Kedokteran,2021
NIM00758,Mahasiswa_758,Laki-Laki,12/3/2000 0:00,Surabaya,Manajemen,2022
NIM00759,Mahasiswa_759,Laki-Laki,4/3/2000 0:00,Bandung,Hukum,2017
NIM00760,Mahasiswa_760,Laki-Laki,10/30/1996 0:00,Surabaya,Hukum,2023
NIM00761,Mahasiswa_761,Perempuan,5/18/2001 0:00,Bandung,Kedokteran,2022
NIM00762,Mahasiswa_762,Perempuan,12/3/1996 0:00,Yogyakarta,Akuntansi,2020
NIM00763,Mahasiswa_763,Laki-Laki,2/7/2000 0:00,Surabaya,Kedokteran,2017
NIM00764,Mahasiswa_764,Perempuan,5/7/1995 0:00,Surabaya,Hukum,2017
NIM00765,Mahasiswa_765,Laki-Laki,10/2/1997 0:00,Medan,Teknik Informatika,2020
NIM00766,Mahasiswa_766,Laki-Laki,6/12/1996 0:00,Surabaya,Teknik Informatika,2018
NIM00767,Mahasiswa_767,Laki-Laki,11/15/2001 0:00,Bandung,Manajemen,2018
NIM00768,Mahasiswa_768,Perempuan,3/18/1998 0:00,Medan,Manajemen,2021
NIM00769,Mahasiswa_769,Perempuan,6/23/2002 0:00,Surabaya,Teknik Informatika,2019
NIM00770,Mahasiswa_770,Laki-Laki,12/23/2000 0:00,Surabaya,Hukum,2022
NIM00771,Mahasiswa_771,Laki-Laki,11/16/2004 0:00,Yogyakarta,Manajemen,2019
NIM00772,Mahasiswa_772,Laki-Laki,4/1/1998 0:00,Surabaya,Kedokteran,2021
NIM00773,Mahasiswa_773,Laki-Laki,8/26/1999 0:00,Jakarta,Kedokteran,2019
NIM00774,Mahasiswa_774,Perempuan,9/21/2003 0:00,Medan,Hukum,2017
NIM00775,Mahasiswa_775,Perempuan,6/28/2001 0:00,Jakarta,Manajemen,2017
NIM00776,Mahasiswa_776,Laki-Laki,7/27/2004 0:00,Medan,Kedokteran,2020
NIM00777,Mahasiswa_777,Laki-Laki,3/14/2003 0:00,Yogyakarta,Manajemen,2020
NIM00778,Mahasiswa_778,Perempuan,4/17/2001 0:00,Surabaya,Manajemen,2021
NIM00779,Mahasiswa_779,Perempuan,12/11/1995 0:00,Surabaya,Kedokteran,2021
NIM00780,Mahasiswa_780,Laki-Laki,10/22/2002 0:00,Surabaya,Teknik Informatika,2023
NIM00781,Mahasiswa_781,Laki-Laki,10/11/1998 0:00,Medan,Kedokteran,2021
NIM00782,Mahasiswa_782,Laki-Laki,12/19/1997 0:00,Surabaya,Hukum,2017
NIM00783,Mahasiswa_783,Perempuan,7/1/2001 0:00,Jakarta,Akuntansi,2019
NIM00784,Mahasiswa_784,Perempuan,2/6/1997 0:00,Surabaya,Kedokteran,2022
NIM00785,Mahasiswa_785,Perempuan,5/17/2002 0:00,Yogyakarta,Manajemen,2023
NIM00786,Mahasiswa_786,Laki-Laki,12/3/2000 0:00,Jakarta,Manajemen,2023
NIM00787,Mahasiswa_787,Laki-Laki,2/25/1999 0:00,Surabaya,Kedokteran,2023
NIM00788,Mahasiswa_788,Perempuan,7/6/1998 0:00,Surabaya,Akuntansi,2021
NIM00789,Mahasiswa_789,Perempuan,12/7/2002 0:00,Bandung,Kedokteran,2021
NIM00790,Mahasiswa_790,Laki-Laki,9/15/2002 0:00,Medan,Akuntansi,2017
NIM00791,Mahasiswa_791,Perempuan,2/27/1995 0:00,Jakarta,Akuntansi,2022
NIM00792,Mahasiswa_792,Perempuan,12/29/2003 0:00,Bandung,Hukum,2017
NIM00793,Mahasiswa_793,Laki-Laki,5/3/1999 0:00,Yogyakarta,Manajemen,2022
NIM00794,Mahasiswa_794,Perempuan,7/7/1998 0:00,Medan,Manajemen,2017
NIM00795,Mahasiswa_795,Laki-Laki,8/17/2000 0:00,Jakarta,Akuntansi,2019
NIM00796,Mahasiswa_796,Laki-Laki,6/16/2000 0:00,Surabaya,Manajemen,2021
NIM00797,Mahasiswa_797,Laki-Laki,4/23/1996 0:00,Jakarta,Teknik Informatika,2018
NIM00798,Mahasiswa_798,Laki-Laki,9/9/2002 0:00,Surabaya,Akuntansi,2018
NIM00799,Mahasiswa_799,Laki-Laki,4/17/2001 0:00,Medan,Manajemen,2021
NIM00800,Mahasiswa_800,Laki-Laki,2/6/1995 0:00,Surabaya,Teknik Informatika,2023
NIM00801,Mahasiswa_801,Laki-Laki,12/1/1999 0:00,Yogyakarta,Hukum,2021
NIM00802,Mahasiswa_802,Perempuan,4/1/2000 0:00,Surabaya,Manajemen,2021
NIM00803,Mahasiswa_803,Laki-Laki,1/18/1998 0:00,Yogyakarta,Teknik Informatika,2021
NIM00804,Mahasiswa_804,Laki-Laki,12/19/1996 0:00,Medan,Kedokteran,2023
NIM00805,Mahasiswa_805,Perempuan,3/4/1998 0:00,Medan,Kedokteran,2022
NIM00806,Mahasiswa_806,Perempuan,5/30/1995 0:00,Jakarta,Teknik Informatika,2019
NIM00807,Mahasiswa_807,Perempuan,5/19/2001 0:00,Yogyakarta,Akuntansi,2018
NIM00808,Mahasiswa_808,Laki-Laki,7/4/1996 0:00,Yogyakarta,Akuntansi,2020
NIM00809,Mahasiswa_809,Perempuan,7/3/1996 0:00,Bandung,Manajemen,2018
NIM00810,Mahasiswa_810,Laki-Laki,7/24/2003 0:00,Bandung,Kedokteran,2018
NIM00811,Mahasiswa_811,Laki-Laki,9/17/1999 0:00,Bandung,Akuntansi,2023
NIM00812,Mahasiswa_812,Laki-Laki,8/1/1996 0:00,Surabaya,Akuntansi,2017
NIM00813,Mahasiswa_813,Laki-Laki,9/13/2003 0:00,Bandung,Kedokteran,2021
NIM00814,Mahasiswa_814,Perempuan,5/15/2003 0:00,Yogyakarta,Hukum,2021
NIM00815,Mahasiswa_815,Perempuan,3/2/1995 0:00,Surabaya,Akuntansi,2021
NIM00816,Mahasiswa_816,Laki-Laki,12/29/1997 0:00,Medan,Teknik Informatika,2017
NIM00817,Mahasiswa_817,Laki-Laki,11/6/1998 0:00,Jakarta,Manajemen,2023
NIM00818,Mahasiswa_818,Laki-Laki,3/29/2001 0:00,Bandung,Akuntansi,2019
NIM00819,Mahasiswa_819,Perempuan,11/19/2004 0:00,Medan,Akuntansi,2019
NIM00820,Mahasiswa_820,Laki-Laki,7/26/1998 0:00,Yogyakarta,Hukum,2023
NIM00821,Mahasiswa_821,Laki-Laki,5/8/1996 0:00,Jakarta,Teknik Informatika,2020
NIM00822,Mahasiswa_822,Perempuan,11/7/2001 0:00,Medan,Manajemen,2019
NIM00823,Mahasiswa_823,Perempuan,1/3/2000 0:00,Jakarta,Akuntansi,2023
NIM00824,Mahasiswa_824,Laki-Laki,8/30/1997 0:00,Bandung,Manajemen,2019
NIM00825,Mahasiswa_825,Perempuan,4/30/2000 0:00,Yogyakarta,Kedokteran,2021
NIM00826,Mahasiswa_826,Perempuan,4/11/2000 0:00,Jakarta,Akuntansi,2022
NIM00827,Mahasiswa_827,Laki-Laki,2/7/1999 0:00,Medan,Akuntansi,2023
NIM00828,Mahasiswa_828,Perempuan,12/7/1998 0:00,Bandung,Kedokteran,2018
NIM00829,Mahasiswa_829,Laki-Laki,5/12/2004 0:00,Bandung,Hukum,2019
NIM00830,Mahasiswa_830,Perempuan,7/21/1995 0:00,Medan,Akuntansi,2019
NIM00831,Mahasiswa_831,Laki-Laki,12/13/2004 0:00,Medan,Manajemen,2017
NIM00832,Mahasiswa_832,Laki-Laki,1/21/2000 0:00,Jakarta,Teknik Informatika,2020
NIM00833,Mahasiswa_833,Laki-Laki,8/29/1996 0:00,Surabaya,Manajemen,2022
NIM00834,Mahasiswa_834,Perempuan,4/19/1997 0:00,Bandung,Hukum,2017
NIM00835,Mahasiswa_835,Laki-Laki,10/30/2002 0:00,Jakarta,Teknik Informatika,2021
NIM00836,Mahasiswa_836,Perempuan,3/24/2004 0:00,Medan,Manajemen,2018
NIM00837,Mahasiswa_837,Laki-Laki,3/23/2000 0:00,Jakarta,Manajemen,2020
NIM00838,Mahasiswa_838,Laki-Laki,10/18/1997 0:00,Medan,Kedokteran,2017
NIM00839,Mahasiswa_839,Perempuan,3/10/2001 0:00,Yogyakarta,Hukum,2023
NIM00840,Mahasiswa_840,Laki-Laki,5/9/1998 0:00,Medan,Kedokteran,2019
NIM00841,Mahasiswa_841,Laki-Laki,7/15/2003 0:00,Medan,Teknik Informatika,2019
NIM00842,Mahasiswa_842,Perempuan,5/20/1999 0:00,Medan,Kedokteran,2020
